"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"65","관광펜션업","03_11_02_P","5150000","CDFI3261092011000001","20110613","","03","폐업","03","폐업","20170915","","","","","","769972","경상북도 의성군 다인면 달제리 326-1번지","경상북도 의성군 다인면 문암길 540-47","","위드파크","20170915085655","I","2018-08-31 23:59:59.0","","325948.26791734","329150.984988216","관광펜션업","","관리지역","","기타","","","단독주택","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"66","관광펜션업","03_11_02_P","5160000","CDFI3261092014000001","20140321","","03","폐업","03","폐업","20160407","","","","054-873-9905","","763833","경상북도 청송군 부동면 하의리 220-1번지","경상북도 청송군 부동면 주왕산로 629-42","37437","탄해와로라","20160408102639","I","2018-08-31 23:59:59.0","","390520.164989551","322415.428862159","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","228.68","","","","","","","","","","","","","229",
"67","관광펜션업","03_11_02_P","3580000","CDFI3261092014000001","20140721","","03","폐업","03","폐업","20151020","","","","032-761-1950","","409892","인천광역시 옹진군 덕적면 서포리 310-3번지","인천광역시 옹진군 덕적면 덕적남로606번길 117","409892","하늘바다펜션","20151024183559","I","2018-08-31 23:59:59.0","","121681.837165013","414050.966626586","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","303","","","","","","","","","100000000","","","","303",
"68","관광펜션업","03_11_02_P","4510000","CDFI3261092004000001","20040403","","03","폐업","03","폐업","20200429","","","","041-932-8555","","355943","충청남도 보령시 신흑동 946-4번지","충청남도 보령시 대천항1길 67-30 (신흑동)","33490","바다사랑","20200429130330","U","2020-05-01 02:40:00.0","","155443.806765","313828.617094","관광펜션업","","","3","","","","","2","1","","","","","","","","","","","","968.88","","","","","","","","","0","","","","969",
"69","관광펜션업","03_11_02_P","4510000","CDFI3261092010000001","20100518","","03","폐업","03","폐업","20180727","","","","041-931-4621","","355944","충청남도 보령시 신흑동 2213-13번지","충청남도 보령시 해수욕장13길 11 (신흑동)","33489","준펜션","20180727175103","I","2018-08-31 23:59:59.0","","155919.97368200000","313714.95175600000","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Joon Pension","Tourism Pension","","","","","","","","310.72","","","","","","","","","130000000","","","","311",
"70","관광펜션업","03_11_02_P","4510000","CDFI3261092010000002","20100818","","03","폐업","03","폐업","20190102","","","","041-933-3261","","355943","충청남도 보령시 신흑동 2260-6번지","충청남도 보령시 해수욕장9길 1 (신흑동)","33489","해날펜션","20190117171645","U","2019-01-19 02:40:00.0","","156040.809781","312897.266551","관광펜션업","","관리지역","3","기타","","","","3","0","","","Hae nal Pension","Tourism Pension","","","","","","","","336.99","","","","","","","","","","","","","337",
"71","관광펜션업","03_11_02_P","4510000","CDFI3261092011000001","20110314","","03","폐업","03","폐업","20200515","","","","041-933-7139","","355943","충청남도 보령시 신흑동 2260-1번지","충청남도 보령시 머드로 132 (신흑동)","33489","블루비치","20200515170845","U","2020-05-19 02:40:00.0","","155992.611646","312937.557786","관광펜션업","","관리지역","4","","","","","3","1","","","Blue Beach","Tourism Pension","","","","","","","","436.32","","","","","","","","","","","","","436",
"72","관광펜션업","03_11_02_P","4510000","CDFI3261092012000001","20120210","","03","폐업","03","폐업","20200717","","","","041-936-4747","","355943","충청남도 보령시 신흑동 2220-1","충청남도 보령시 머드로 176-11 (신흑동)","355943","펜션좋은집","20200720101309","U","2020-07-22 02:40:00.0","","155829.748193","313319.368546","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Pension ATTRACT","Tourism Pension","","","","","","","","280.65","","","","","","","","","100000000","","","","281",
"73","관광펜션업","03_11_02_P","4510000","CDFI3261092012000004","20121112","","03","폐업","03","폐업","20180209","","","","041-933-4744","","355943","충청남도 보령시 신흑동 2213-7번지","충청남도 보령시 해수욕장13길 15 (신흑동)","33489","그린펜션","20180212075330","I","2018-08-31 23:59:59.0","","155883.698311","313426.858822","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Green Pension","Tourism Pension","","","","","","","","206.52","","","","","","","","","300000000","","","","207",
"74","관광펜션업","03_11_02_P","4510000","CDFI3261092012000007","20121127","","03","폐업","03","폐업","20140122","","","","041-931-7441","","355943","충청남도 보령시 신흑동 2219-3번지","충청남도 보령시 해수욕장13길 14-16 (신흑동)","355943","미래펜션","20140123094751","I","2018-08-31 23:59:59.0","","155890.921126","313333.705081","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","Mirae Pension","Tourism Pension","","","","","","","","295.26","","","","","","","","","300000000","","","","295",
"75","관광펜션업","03_11_02_P","4510000","CDFI3261092012000008","20121220","","03","폐업","03","폐업","20170915","","","","041-932-1291","","355943","충청남도 보령시 신흑동 2219-7번지","충청남도 보령시 해수욕장13길 14-26 (신흑동)","33489","나노관광펜션","20170918095332","I","2018-08-31 23:59:59.0","","155915.447272","313283.035366","관광펜션업","","관리지역","3","기타","","","숙박시설","2","1","","","Nano Tourism Pension","Tourism Pension","","","","","","","","440.85","","","","","","","","","200000000","","","","441",
"76","관광펜션업","03_11_02_P","4540000","CDFI3261092012000001","20120531","","03","폐업","03","폐업","20141126","","","","041-733-2639","","320881","충청남도 논산시 벌곡면 수락리 287-2번지","충청남도 논산시 벌곡면 수락계곡2길 63-3","","잉스힐","20141126131953","I","2018-08-31 23:59:59.0","","227039.763369","295015.005873","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"77","관광펜션업","03_11_02_P","4540000","CDFI3261092017000002","20170607","","03","폐업","03","폐업","20200131","","","","","","","충청남도 논산시 벌곡면 도산리 90번지","충청남도 논산시 벌곡면 수락계곡길 62","33028","쁘띠 샹플랭","20200203134213","U","2020-02-05 02:40:00.0","","228038.224654","295308.231944","관광펜션업","","","3","기타","","","숙박시설","3","","","","","","","","","","","","","490.45","","","","","","","","","250000000","","","","490",
"78","관광펜션업","03_11_02_P","4510000","CDFI3261092013000003","20130528","","03","폐업","03","폐업","20190618","","","","041-933-3803","","355943","충청남도 보령시 신흑동 2303-2번지","충청남도 보령시 고잠2길 16-6 (신흑동)","355943","대천즐겨찾기","20190618184515","U","2019-06-20 02:40:00.0","","156474.087834","312433.181188","관광펜션업","","","3","기타","","","숙박시설","3","0","","","Daecheonzeulgyeochakki","Tourism Pension","","","","","","","","314.17","","","","","","","","","500000000","","","","314",
"79","관광펜션업","03_11_02_P","4510000","CDFI3261092013000007","20130705","","03","폐업","03","폐업","20200429","","","","041-934-8188","","355943","충청남도 보령시 신흑동 2302-12번지","충청남도 보령시 고잠2길 16-3 (신흑동)","33488","마마펜션","20200429130318","U","2020-05-01 02:40:00.0","","156451.291183","312448.477196","관광펜션업","","","3","기타","","","숙박시설","3","0","","","Mama Pension","Tourism Pension","","","","","","","","378.84","","","","","","","","","500000000","","","","379",
"80","관광펜션업","03_11_02_P","5700000","CDFI3261092007000001","20070809","","03","폐업","03","폐업","20170922","","","","031-883-5034","","469832","경기도 여주시 금사면 이포리 13-3번지","경기도 여주시 금사면 금사로 11","","스위트관광펜션","20170922180353","I","2018-08-31 23:59:59.0","","247365.325403725","433432.071911026","관광펜션업","관광사업","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","225.89","","","","","","","","","","","","","226",
"81","관광펜션업","03_11_02_P","4590000","CDFI3261092019000001","20190429","","03","폐업","03","폐업","20211213","","","","","","","충청남도 청양군 대치면 광대리 268-7","충청남도 청양군 대치면 칠갑호길 208-13","33344","황금나무펜션","20211215130350","U","2021-12-17 02:40:00.0","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"82","관광펜션업","03_11_02_P","3400000","CDFI3261092010000001","20100831","","03","폐업","03","폐업","20170731","","","","051-727-3111","","619951","부산광역시 기장군 장안읍 장안리 106-1번지","부산광역시 기장군 장안읍 하장안1길 8-2","46028","루나 펜션","20170731140541","I","2018-08-31 23:59:59.0","","404460.428998076","209446.135817717","관광펜션업","","","2","","","","","","","","","","","","","","","","","","143.26","","","","","","","","","400000000","","","","143",
"83","관광펜션업","03_11_02_P","4780000","CDFI3261092010000001","20101209","","03","폐업","03","폐업","20131115","","","","","","585805","전라북도 고창군 고창읍 월암리 373-1번지","전라북도 고창군 고창읍 운동장길 20","585805","아모르 펜션","20131118131830","I","2018-08-31 23:59:59.0","","174685.207864","214681.159557","관광펜션업","","준주거지역","","기타","","","숙박시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"84","관광펜션업","03_11_02_P","4790000","CDFI3261092009000002","20090616","","03","폐업","03","폐업","20091231","","","","","","579893","전라북도 부안군 진서면 진서리 31-83번지","전라북도 부안군 진서면 청자로 1227","56345","쉬어야 관광펜션","20200407181625","U","2020-04-09 02:40:00.0","","165968.828952","234181.731963","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"85","관광펜션업","03_11_02_P","4740000","CDFI3261092012000003","20121127","","03","폐업","03","폐업","20180418","","","","","","568811","전라북도 무주군 설천면 심곡리 567-1번지","전라북도 무주군 설천면 관동길 8","55555","독도는 우리 땅","20180418145748","I","2018-08-31 23:59:59.0","","268062.071222","267727.61336","관광펜션업","","근린상업지역","3","","","","","2","1","","","","","","","","","","","","495","","","","","","","","","50000000","","","","495",
"86","관광펜션업","03_11_02_P","4790000","CDFI3261092012000003","20121109","","03","폐업","03","폐업","20141125","","","","","","579853","전라북도 부안군 변산면 도청리 535-1번지","전라북도 부안군 변산면 변산로 3209","579853","솔섬펜션","20150723095415","I","2018-08-31 23:59:59.0","","153306.0603","233517.841029","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","229.41","","","","","","","","","","","","","229",
